ArticleID,ArticleTitle,Rec1,Rec2,Rec3,Rec4,Rec5
-1060990524105135617,"Introducing a new developer show ""Machine Learning: Recipes for New Developers""",How real businesses are using machine learning,5 Skills You Need to Become a Machine Learning Engineer | Udacity,Machine Learning Is No Longer Just for Experts,Machine learning is a poor fit for most businesses,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel"
-9100490342054218852,What Happens When You Combine Artificial Intelligence and Satellite Imagery,"SpaceNet satellite imagery repository launched by DigitalGlobe, CosmiQ Works and NVIDIA on AWS",This startup uses machine learning and satellite imagery to predict crop yields,How big is the Google Earth database? - Google Earth Blog,The Competitive Landscape for Machine Intelligence,The Competitive Landscape for Machine Intelligence
4121807259563748287,Microsoft's new AI tools help developers build smart apps and bots,Exclusive: Why Microsoft is betting its future on AI,Introducing Mini Courses with MS Chatbots,How bot-to-bot could soon replace APIs,Microsoft Build: the 10 most important announcements,Clippy's Back: The Future of Microsoft Is Chatbots
-6133746337603876146,Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10,How to Install and Use the Linux Bash Shell on Windows 10,Bash on Ubuntu on Windows - Download Now!,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet,Introducing Docker for Windows Server 2016 - Docker Blog,Windows Subsystem for Linux Overview
-6713697716910928909,Solidity Available in Visual Studio - Ethereum Blog,Microsoft Adds Ethereum to Windows Platform For Over 3 Million Developers - CoinDesk,The Rise And Growth of Ethereum Gets Mainstream Coverage,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",Microsoft Continues to Embrace Ethereum & Bitcoin - Bitcoin News,"For Blockchain VCs, the Time for Ethereum Investments Has Come - CoinDesk"
5191381587333696286,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,DTCC CEO Addresses Blockchain Disruption in Annual Shareholder Letter - CoinDesk,Intel Reveals Its Plan For Blockchain Technology With 'Sawtooth Lake' Distributed Ledger,Banks' Privacy Concerns Shaping Blockchain Vendors' Strategies,Wall Street Goes Big on Bitcoin Tech,Blockstream Among 10 New Firms to Join Hyperledger Blockchain Project - CoinDesk
2900029983899283273,Governments vs Bitcoin: A Fight For Control,Are you a bitcoin denialist? - Chris Skinner's blog,Blockchain CEO's Business Advice on Bitcoin Startups,French Senate Will Debate on Bitcoin Regulation,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,Ethereum and Bitcoin Are Market Leaders But Not Competitors
4849766494522371290,Cashila Announces Convenient Buy and Sell Feature For Ethereum,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",The Rise And Growth of Ethereum Gets Mainstream Coverage,Ethereum and Bitcoin Are Market Leaders But Not Competitors,"For Blockchain VCs, the Time for Ethereum Investments Has Come - CoinDesk","Eyeing Volume, Asian Exchanges Add Support for Ether Trading - CoinDesk"
6200172800690402606,Bitit Launches to Solve Bitcoin Biggest Issues - Accessibility and Fraud,Are you a bitcoin denialist? - Chris Skinner's blog,Blockchain CEO's Business Advice on Bitcoin Startups,French Senate Will Debate on Bitcoin Regulation,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,"Our Goal is to Replace Your Need for a Bank, Says Blockchain Co-Founder and CEO Nicolas Cary"
-3810375613673461625,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,"Bitcoin Mining, Ethereum Mining, Cloud Mining: 2016 Overview",Are you a bitcoin denialist? - Chris Skinner's blog,Blockchain CEO's Business Advice on Bitcoin Startups,French Senate Will Debate on Bitcoin Regulation,Ethereum and Bitcoin Are Market Leaders But Not Competitors
-254088699629065171,EB124 - Rune Christensen: Maker Dao Ethereum's Decentralized Central Bank by Epicenter Bitcoin,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",The Rise And Growth of Ethereum Gets Mainstream Coverage,Ethereum and Bitcoin Are Market Leaders But Not Competitors,"For Blockchain VCs, the Time for Ethereum Investments Has Come - CoinDesk","The price of Ether, a bitcoin rival, is soaring because of a radical, $150 million experiment"
-9171475473795142532,Decentralized Options Exchange Etheropt Uses Automated Ethereum Smart Contract,"Eyeing Volume, Asian Exchanges Add Support for Ether Trading - CoinDesk",The Rise And Growth of Ethereum Gets Mainstream Coverage,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's","For Blockchain VCs, the Time for Ethereum Investments Has Come - CoinDesk",Ethereum and Bitcoin Are Market Leaders But Not Competitors
2690205894709699741,8 of the Sweetest Words for Candy,9 Big Takeaways from R3's New Distributed Ledger Debut - CoinDesk,Will Google NLI kill the market? Linguistic APIs review,How To Avoid Equidistant HSV Colors,Facebook's WhatsApp does something very different than Google,Google's new translation software is almost as good as human translators
-8773118241761372618,Visual C++ for Linux Development,Linux at 25: Q&A With Linus Torvalds,The Best Linux Distros of 2016,C/C++ extension for Visual Studio Code,Windows Subsystem for Linux Overview,Developers can run Bash Shell and user-mode Ubuntu Linux binaries on Windows 10
-7315032288233856709,"Microsoft: Windows Phone is not the place to do ""new and exciting things"" - MSPoweruser",Microsoft's mobile problem may not be a problem at all,Windows 10 Anniversary SDK is bringing exciting opportunities to developers,Introducing Docker for Windows Server 2016 - Docker Blog,Windows Server 2016 will come with commercial support for Docker Engine,​Microsoft and Canonical partner to bring Ubuntu to Windows 10 | ZDNet
3193164045772142182,The 7 Coolest Virtual Reality Experiences Made with Hololens So Far,"Microsoft HoloLens and Lowe's, working to redefine your next home renovation",Microsoft Build: the 10 most important announcements,'Hyper-Reality' Is a Psychedelic Glimpse of Our Future on Digital Overload,Magic Leap has written our future in its patent filings,Ikea ponders the future of retail with virtual reality pilot app
4056017896532335209,Amazon Widens Its Push-Button E-Commerce Horizons,Amazon now has a programmable Dash Button for the IoT,Amazon just released a Dash button for AWS IoT,The battle for the post-digital world,BEHOLD Amazon One - the first cargo airplane with that famous Amazon smile,Amazon takes on PayPal and others with launch of Amazon Payments partner program
-6362758570633473480,Standing Under Your Code: The Seven Stages of Digital Transformation,7 Questions to Ask Before Your Next Digital Transformation,Five things to include in your digital transformation playbook,Building A Better Workforce: 5 Talent Trends Worth Watching,Building a digital-banking business,Organizing for digital acceleration: Making a two-speed IT operating model work
-8287402887944984163,Containers are not VMs,Containers - Clean up your House,Why You Should Stop Installing Your WebDev Environment Locally - Smashing Magazine,Automate Docker with the Remote API and Ruby,A Docker Fork: Talk of a Split Is Now on the Table - The New Stack,Docker Engine 1.11 with runC: Announcing the general availability of the industry's first OCI-compliant runtime
6652210819857467321,New blog from Dries: How should you decouple Drupal?,The Risks and Rewards of Fully Decoupling Drupal | Acquia,Dries Buytaert,Drupal 8.1.0 is now available,Drupal and ambitious digital experiences,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!)
739747367187387064,US Bank Regulator to Examine Distributed Ledgers in FinTech Framework Push - CoinDesk,Banks Need To Collaborate With Bitcoin and Fintech Developers,Is FinTech Forcing Banking to a Tipping Point?,Banks find blockchain hard to put into practice - FT.com,Blockchain Will Be Used By 15% of Big Banks By 2017,From fine wine to lotteries: Blockchain tech takes off - BBC News
8471417198703153120,You Can Soon Pay For Everyday Items Using Just Bitcoin And a Mobile Phone,Are you a bitcoin denialist? - Chris Skinner's blog,Blockchain CEO's Business Advice on Bitcoin Startups,Bitit Launches to Solve Bitcoin Biggest Issues - Accessibility and Fraud,Growing Global Electricity Consumption Is Not Just Bitcoin's Fault,Don't take my money: Why mobile payments haven't taken off - yet
-2711301039947937868,"Eyeing Volume, Asian Exchanges Add Support for Ether Trading - CoinDesk",The Rise And Growth of Ethereum Gets Mainstream Coverage,Decentralized Options Exchange Etheropt Uses Automated Ethereum Smart Contract,"Ethereum, a Virtual Currency, Enables Transactions That Rival Bitcoin's",Cashila Announces Convenient Buy and Sell Feature For Ethereum,"For Blockchain VCs, the Time for Ethereum Investments Has Come - CoinDesk"
-1662763254714212341,Practical End-to-End Testing with Protractor,7 Mistakes Most Beginners Make When A/B Testing,Microservices testing,Cookbook,One weird trick that will change the way you code forever: JavaScript TDD,Performance Testing in a Nutshell
-8349788035147634450,How Mature is Your Organization when it Comes to UX?,The Continuous Delivery Maturity Model,Introducing the Data Science Maturity Model,The Biggest list of 35 FREE UX Books,How to overcome UX challenges with product design sprints,The Agile Design Team Maturity Scale | UX Magazine
-2271868873349907631,Building A Better Workforce: 5 Talent Trends Worth Watching,The new tech talent you need to succeed in digital,Learning at the speed of business,Ahead of the curve: The future of performance management,Changing change management,Five questions boards should ask about IT in a digital world
3703141283586666995,The 17 equations that changed the world,"ConstraintLayout, Inside and Out: Part 2","Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",Good to Great,Bill Gates Recommends These 9 Books to Make You a Better Entrepreneur and a Better Person,[Article] 23 fascinating diagrams reveal how to negotiate with people around the world
-3974295763584921518,Hotpatching a C Function on x86,The Top 10 Most Common Mistakes That Node.js Developers Make,What Color is Your Function?,12 JavaScript Hacks,Machine Learning is Fun!,Apache Spark as a Compiler: Joining a Billion Rows on your Laptop: A deep dive into the new Tungsten Engine.
-327208414896292296,C/C++ extension for Visual Studio Code,Visual Studio Code Now Supports Debugging of iOS Web Apps,Visual C++ for Linux Development,Leveling Up Your JavaScript -,Support Ended for Eclipse Android Developer Tools,Speeding up ReSharper (and Visual Studio)
-5525441367600219076,April Fools - Introducing Gmail Mic Drop,These 17 life hacks will change the way you use Gmail,Email Isn't The Thing You're Bad At,Gmail API: New endpoints for settings,Gmail API: New endpoints for settings,Making email safer with new security warnings in Gmail
-998818216447049475,Introducing Style Detection for Google Cloud Vision API,Vision API - Image Content Analysis,"Google Cloud Machine Learning family grows with new API, editions and pricing","Introducing Cloud Natural Language API, Speech API open beta and our West Coast region expansion",Raspberry Pi with cloud vision at Google I/O - Raspberry Pi,Transfer Style But Not Color
8298709454703868984,Google shares data center security and design best practices,Google Data Center 360° Tour,Doing Data Science Right - Your Most Common Questions Answered,"Practical advice for analysis of large, complex data sets",Lessons from Becoming a Data-Driven Organization,"Google unleashes DeepMind on energy-hungry datacenter, cutting cooling bill by 40 percent"
-4740532350684079805,Snapchat shares security best practices for running on GCP,IAM best practice guides available now,Cloud Identity and Access Management - Google IAM,Sources: Snapchat is raising more money at about a $20 billion valuation,What's the Best Cloud? Probably GCP,Centrally manage all your Google Cloud resources with Cloud Resource Manager
